temperature,humidity,wind_speed,precipitation,pressure,date,hour,weather
4.0,65,11.2,0.0,1008.4,2015-03-31,9,Clear Sky
5.1,55,9.4,0.0,1007.6,2015-03-31,10,Mainly Clear
6.0,53,12.4,0.0,1007.9,2015-03-31,11,Overcast
6.3,52,10.5,0.1,1006.6,2015-03-31,12,Light Drizzle
6.3,54,9.5,0.2,1005.7,2015-03-31,13,Light Drizzle
6.2,56,7.7,0.2,1004.9,2015-03-31,14,Light Drizzle
5.5,63,3.6,0.3,1004.8,2015-03-31,15,Light Drizzle
4.2,81,4.9,0.5,1004.2,2015-03-31,16,Moderate Drizzle
3.4,88,7.9,0.5,1004.1,2015-03-31,17,Moderate Drizzle
2.8,93,10.0,0.9,1004.6,2015-03-31,18,Slight Snow Fall
1.7,98,6.5,1.0,1004.6,2015-03-31,19,Slight Snow Fall
0.9,99,4.3,0.8,1004.6,2015-03-31,20,Moderate Snow Fall
0.9,99,3.3,0.5,1005.2,2015-03-31,21,Slight Snow Fall
1.0,100,7.3,0.3,1005.4,2015-03-31,22,Light Drizzle
1.1,99,9.5,0.0,1005.5,2015-03-31,23,Overcast
1.2,95,9.7,0.0,1006.0,2015-04-01,0,Overcast
1.0,92,11.8,0.0,1006.4,2015-04-01,1,Partly Cloudy
0.4,87,15.6,0.0,1006.7,2015-04-01,2,Mainly Clear
-0.1,84,17.4,0.0,1007.4,2015-04-01,3,Mainly Clear
-0.7,80,17.7,0.0,1007.9,2015-04-01,4,Mainly Clear
-1.0,77,16.8,0.0,1009.0,2015-04-01,5,Partly Cloudy
-1.2,74,9.5,0.0,1010.3,2015-04-01,6,Overcast
-1.2,71,10.0,0.0,1011.4,2015-04-01,7,Overcast
-0.2,69,10.6,0.0,1012.8,2015-04-01,8,Overcast
1.8,54,10.3,0.0,1013.8,2015-04-01,9,Overcast
3.5,44,10.8,0.0,1014.5,2015-04-01,10,Overcast
5.1,39,10.3,0.0,1015.0,2015-04-01,11,Overcast
6.6,38,12.0,0.0,1015.2,2015-04-01,12,Overcast
8.0,38,14.6,0.0,1015.3,2015-04-01,13,Overcast
9.3,37,16.0,0.0,1015.0,2015-04-01,14,Clear Sky
9.4,35,16.2,0.0,1014.6,2015-04-01,15,Clear Sky
10.1,33,16.2,0.0,1014.5,2015-04-01,16,Clear Sky
10.2,31,16.2,0.0,1014.7,2015-04-01,17,Clear Sky
9.8,34,8.4,0.0,1015.9,2015-04-01,18,Clear Sky
8.1,39,7.6,0.0,1016.7,2015-04-01,19,Clear Sky
6.0,45,7.1,0.0,1017.2,2015-04-01,20,Clear Sky
4.1,52,6.2,0.0,1018.6,2015-04-01,21,Clear Sky
2.0,62,5.5,0.0,1018.6,2015-04-01,22,Clear Sky
0.5,69,6.3,0.0,1019.6,2015-04-01,23,Clear Sky
0.8,65,5.2,0.0,1019.0,2015-04-02,0,Clear Sky
1.0,66,3.4,0.0,1019.1,2015-04-02,1,Clear Sky
0.8,70,5.7,0.0,1019.9,2015-04-02,2,Clear Sky
0.8,78,5.2,0.0,1019.8,2015-04-02,3,Mainly Clear
0.2,80,4.6,0.0,1019.2,2015-04-02,4,Clear Sky
-1.6,86,7.9,0.0,1019.7,2015-04-02,5,Clear Sky
-2.0,87,7.2,0.0,1020.0,2015-04-02,6,Mainly Clear
-1.3,85,6.9,0.0,1020.6,2015-04-02,7,Clear Sky
1.8,79,9.9,0.0,1021.1,2015-04-02,8,Clear Sky
5.6,63,9.9,0.0,1021.1,2015-04-02,9,Partly Cloudy
8.6,55,12.1,0.0,1020.3,2015-04-02,10,Clear Sky
11.1,50,15.2,0.0,1019.2,2015-04-02,11,Clear Sky
13.0,47,18.7,0.0,1018.2,2015-04-02,12,Clear Sky
14.4,45,19.6,0.0,1016.8,2015-04-02,13,Clear Sky
15.4,44,21.3,0.0,1015.7,2015-04-02,14,Clear Sky
15.9,45,22.1,0.0,1014.9,2015-04-02,15,Clear Sky
16.0,46,20.4,0.0,1013.9,2015-04-02,16,Mainly Clear
15.3,49,20.1,0.0,1012.9,2015-04-02,17,Overcast
13.8,53,14.5,0.0,1012.0,2015-04-02,18,Overcast
12.2,54,15.8,0.0,1011.7,2015-04-02,19,Overcast
11.2,54,15.9,0.0,1011.5,2015-04-02,20,Overcast
10.8,56,15.9,0.0,1011.3,2015-04-02,21,Overcast
10.2,62,17.4,0.1,1010.8,2015-04-02,22,Light Drizzle
10.0,68,18.3,0.8,1010.0,2015-04-02,23,Moderate Drizzle
10.3,71,20.4,0.3,1009.4,2015-04-03,0,Light Drizzle
11.2,67,19.6,0.0,1008.7,2015-04-03,1,Overcast
11.9,64,19.4,0.0,1007.9,2015-04-03,2,Overcast
11.8,76,18.9,0.0,1006.9,2015-04-03,3,Overcast
12.5,74,17.5,0.0,1006.6,2015-04-03,4,Overcast
12.7,73,16.7,0.0,1006.6,2015-04-03,5,Overcast
12.6,75,12.2,0.0,1006.8,2015-04-03,6,Overcast
12.3,78,13.3,0.0,1006.5,2015-04-03,7,Overcast
12.9,80,15.4,0.0,1007.3,2015-04-03,8,Overcast
13.4,82,13.0,0.3,1007.0,2015-04-03,9,Light Drizzle
13.2,91,13.2,0.5,1007.3,2015-04-03,10,Moderate Drizzle
13.7,93,14.8,0.6,1007.8,2015-04-03,11,Moderate Drizzle
14.3,93,13.8,0.6,1007.2,2015-04-03,12,Moderate Drizzle
14.4,95,13.2,0.5,1006.7,2015-04-03,13,Moderate Drizzle
15.0,95,8.0,0.3,1006.3,2015-04-03,14,Light Drizzle
15.0,96,10.4,1.5,1005.7,2015-04-03,15,Slight Rain
14.8,96,12.0,0.7,1005.8,2015-04-03,16,Moderate Drizzle
14.5,96,9.2,0.1,1004.9,2015-04-03,17,Light Drizzle
13.3,96,8.6,0.0,1004.1,2015-04-03,18,Overcast
13.6,98,9.5,0.0,1003.5,2015-04-03,19,Overcast
12.3,99,8.6,0.0,1003.1,2015-04-03,20,Overcast
12.8,99,8.0,0.0,1002.5,2015-04-03,21,Partly Cloudy
12.4,99,8.1,0.0,1001.9,2015-04-03,22,Overcast
12.4,99,8.4,0.0,1000.9,2015-04-03,23,Overcast
12.5,99,8.7,0.0,999.6,2015-04-04,0,Overcast
12.6,99,8.3,0.0,998.1,2015-04-04,1,Overcast
12.8,99,10.4,0.2,996.7,2015-04-04,2,Light Drizzle
13.6,97,16.6,1.2,995.3,2015-04-04,3,Dense Drizzle
14.4,94,24.0,0.3,993.7,2015-04-04,4,Light Drizzle
14.1,95,24.7,0.2,995.1,2015-04-04,5,Light Drizzle
9.1,88,22.7,0.0,998.1,2015-04-04,6,Overcast
6.9,82,18.7,0.0,1000.4,2015-04-04,7,Mainly Clear
6.6,76,22.8,0.0,1002.5,2015-04-04,8,Clear Sky
7.4,65,24.5,0.0,1003.8,2015-04-04,9,Clear Sky
8.7,56,28.2,0.0,1004.6,2015-04-04,10,Clear Sky
9.6,50,31.7,0.0,1005.9,2015-04-04,11,Mainly Clear
10.2,44,32.3,0.0,1007.1,2015-04-04,12,Mainly Clear
10.6,40,32.2,0.0,1007.8,2015-04-04,13,Mainly Clear
10.7,35,31.9,0.0,1008.5,2015-04-04,14,Clear Sky
10.8,30,30.5,0.0,1009.2,2015-04-04,15,Clear Sky
10.8,27,31.0,0.0,1009.7,2015-04-04,16,Mainly Clear
10.4,27,30.6,0.0,1010.3,2015-04-04,17,Partly Cloudy
9.6,32,20.0,0.0,1012.1,2015-04-04,18,Clear Sky
8.3,35,16.5,0.0,1012.8,2015-04-04,19,Clear Sky
6.9,38,13.5,0.0,1013.9,2015-04-04,20,Clear Sky
5.8,43,11.7,0.0,1015.6,2015-04-04,21,Clear Sky
4.7,50,9.2,0.0,1016.5,2015-04-04,22,Clear Sky
3.4,59,7.2,0.0,1016.9,2015-04-04,23,Clear Sky
2.1,68,7.7,0.0,1017.4,2015-04-05,0,Clear Sky
1.3,71,8.3,0.0,1017.0,2015-04-05,1,Clear Sky
0.8,71,8.9,0.0,1017.3,2015-04-05,2,Clear Sky
0.9,68,9.2,0.0,1017.1,2015-04-05,3,Clear Sky
0.9,67,10.3,0.0,1017.2,2015-04-05,4,Clear Sky
1.2,64,12.4,0.0,1017.8,2015-04-05,5,Clear Sky
1.5,62,8.5,0.0,1018.1,2015-04-05,6,Clear Sky
1.6,65,10.0,0.0,1018.4,2015-04-05,7,Clear Sky
3.4,64,11.3,0.0,1019.5,2015-04-05,8,Clear Sky
6.0,54,11.0,0.0,1019.8,2015-04-05,9,Clear Sky
7.9,51,13.0,0.0,1019.7,2015-04-05,10,Clear Sky
9.6,48,16.3,0.0,1018.7,2015-04-05,11,Clear Sky
11.4,45,19.3,0.0,1017.6,2015-04-05,12,Clear Sky
13.2,41,24.8,0.0,1016.7,2015-04-05,13,Partly Cloudy
14.2,37,25.6,0.0,1015.8,2015-04-05,14,Partly Cloudy
14.9,33,27.2,0.0,1015.3,2015-04-05,15,Overcast
15.0,35,19.8,0.0,1015.5,2015-04-05,16,Partly Cloudy
14.7,39,14.8,0.0,1015.3,2015-04-05,17,Partly Cloudy
14.2,40,5.8,0.0,1015.4,2015-04-05,18,Partly Cloudy
12.8,44,4.1,0.0,1016.1,2015-04-05,19,Partly Cloudy
11.3,48,3.0,0.0,1017.1,2015-04-05,20,Mainly Clear
10.2,50,7.6,0.0,1018.7,2015-04-05,21,Mainly Clear
8.6,59,9.7,0.0,1019.9,2015-04-05,22,Partly Cloudy
7.1,68,9.8,0.0,1020.6,2015-04-05,23,Clear Sky
5.4,76,9.2,0.0,1020.9,2015-04-06,0,Clear Sky
5.8,74,8.4,0.0,1021.2,2015-04-06,1,Clear Sky
5.3,76,8.8,0.0,1021.6,2015-04-06,2,Clear Sky
1.5,96,9.5,0.0,1021.4,2015-04-06,3,Clear Sky
1.2,97,8.7,0.0,1021.3,2015-04-06,4,Clear Sky
1.0,97,7.7,0.0,1021.3,2015-04-06,5,Clear Sky
0.7,97,8.2,0.0,1022.1,2015-04-06,6,Partly Cloudy
0.5,97,9.7,0.0,1022.6,2015-04-06,7,Partly Cloudy
3.5,94,8.4,0.0,1023.1,2015-04-06,8,Partly Cloudy
6.3,83,8.6,0.0,1022.8,2015-04-06,9,Overcast
8.5,74,9.1,0.0,1022.5,2015-04-06,10,Overcast
10.8,66,9.3,0.0,1022.5,2015-04-06,11,Overcast
12.8,60,8.4,0.0,1021.7,2015-04-06,12,Partly Cloudy
14.8,55,8.4,0.0,1021.1,2015-04-06,13,Partly Cloudy
16.7,50,9.3,0.0,1019.8,2015-04-06,14,Clear Sky
16.1,55,10.9,0.0,1018.5,2015-04-06,15,Clear Sky
16.7,55,11.4,0.0,1017.8,2015-04-06,16,Clear Sky
16.8,55,10.5,0.0,1017.1,2015-04-06,17,Mainly Clear
15.8,62,7.9,0.0,1016.2,2015-04-06,18,Partly Cloudy
14.8,65,8.0,0.0,1016.2,2015-04-06,19,Partly Cloudy
13.5,68,7.8,0.0,1016.4,2015-04-06,20,Mainly Clear
12.8,69,12.8,0.0,1016.9,2015-04-06,21,Mainly Clear
12.4,69,12.7,0.0,1017.4,2015-04-06,22,Partly Cloudy
11.8,72,11.3,0.3,1017.3,2015-04-06,23,Light Drizzle
11.3,75,9.0,0.3,1017.5,2015-04-07,0,Light Drizzle
10.8,78,9.4,0.0,1017.4,2015-04-07,1,Overcast
10.3,80,10.5,0.0,1017.1,2015-04-07,2,Overcast
10.0,84,10.0,0.3,1016.8,2015-04-07,3,Light Drizzle
9.8,86,7.7,0.0,1016.7,2015-04-07,4,Overcast
9.7,87,8.1,0.0,1016.3,2015-04-07,5,Partly Cloudy
9.5,89,5.8,0.0,1016.9,2015-04-07,6,Partly Cloudy
9.2,91,3.9,0.0,1017.3,2015-04-07,7,Partly Cloudy
10.5,94,0.7,0.3,1018.1,2015-04-07,8,Light Drizzle
12.2,90,3.6,0.8,1018.3,2015-04-07,9,Moderate Drizzle
12.1,90,6.2,0.0,1018.6,2015-04-07,10,Overcast
14.2,80,7.6,0.2,1019.1,2015-04-07,11,Light Drizzle
15.2,79,9.7,0.2,1019.7,2015-04-07,12,Light Drizzle
15.5,79,12.8,0.2,1019.8,2015-04-07,13,Light Drizzle
15.1,80,14.1,0.2,1019.6,2015-04-07,14,Light Drizzle
10.6,83,15.3,0.0,1019.8,2015-04-07,15,Overcast
10.1,83,15.6,0.0,1020.0,2015-04-07,16,Overcast
9.4,82,15.1,0.3,1020.5,2015-04-07,17,Light Drizzle
8.4,87,9.6,0.3,1021.1,2015-04-07,18,Light Drizzle
7.6,91,11.0,0.2,1021.1,2015-04-07,19,Light Drizzle
7.0,91,12.9,0.0,1021.4,2015-04-07,20,Overcast
6.7,90,13.2,0.0,1022.2,2015-04-07,21,Overcast
6.3,90,13.7,0.0,1022.5,2015-04-07,22,Overcast
5.9,89,12.6,0.1,1022.6,2015-04-07,23,Light Drizzle
5.6,90,12.8,0.2,1023.3,2015-04-08,0,Light Drizzle
5.3,89,14.0,0.0,1023.2,2015-04-08,1,Overcast
5.0,89,14.0,0.0,1022.8,2015-04-08,2,Overcast
4.7,89,14.7,0.0,1022.8,2015-04-08,3,Overcast
4.6,89,15.6,0.0,1022.7,2015-04-08,4,Overcast
4.5,89,16.1,0.0,1022.4,2015-04-08,5,Overcast
4.4,88,12.1,0.0,1022.3,2015-04-08,6,Overcast
4.5,87,15.8,0.0,1022.7,2015-04-08,7,Overcast
4.7,83,16.4,0.0,1023.2,2015-04-08,8,Overcast
5.1,79,16.0,0.0,1024.0,2015-04-08,9,Overcast
5.5,75,17.6,0.0,1024.4,2015-04-08,10,Overcast
5.9,72,18.3,0.0,1024.4,2015-04-08,11,Overcast
6.5,68,19.6,0.0,1023.9,2015-04-08,12,Overcast
6.9,66,20.4,0.0,1023.2,2015-04-08,13,Overcast
6.9,65,19.9,0.0,1022.7,2015-04-08,14,Overcast
6.0,58,18.6,0.0,1022.2,2015-04-08,15,Overcast
5.8,61,18.0,0.0,1021.7,2015-04-08,16,Overcast
5.4,64,17.1,0.2,1021.6,2015-04-08,17,Light Drizzle
4.9,67,8.0,0.0,1021.3,2015-04-08,18,Overcast
4.5,72,11.2,0.1,1020.7,2015-04-08,19,Light Drizzle
4.3,74,15.5,0.0,1020.9,2015-04-08,20,Overcast
4.2,75,17.0,0.0,1021.1,2015-04-08,21,Overcast
4.2,76,16.1,0.0,1020.9,2015-04-08,22,Overcast
4.2,78,16.1,0.0,1020.2,2015-04-08,23,Overcast
4.2,79,15.1,0.0,1020.3,2015-04-09,0,Overcast
4.1,80,13.5,0.0,1020.4,2015-04-09,1,Overcast
4.0,81,13.5,0.0,1020.4,2015-04-09,2,Overcast
3.0,89,13.8,0.1,1019.6,2015-04-09,3,Light Drizzle
3.0,89,14.1,0.0,1019.8,2015-04-09,4,Overcast
3.0,90,13.7,0.0,1020.4,2015-04-09,5,Overcast
2.9,90,12.8,0.0,1020.4,2015-04-09,6,Overcast
2.9,90,13.7,0.0,1020.9,2015-04-09,7,Overcast
3.0,89,14.5,0.0,1021.2,2015-04-09,8,Overcast
3.2,87,12.5,0.0,1022.2,2015-04-09,9,Overcast
3.7,85,13.6,0.0,1023.3,2015-04-09,10,Overcast
4.4,82,14.3,0.0,1023.3,2015-04-09,11,Overcast
5.1,80,14.5,0.0,1023.2,2015-04-09,12,Overcast
5.9,77,13.0,0.0,1022.7,2015-04-09,13,Overcast
6.7,75,10.5,0.0,1023.3,2015-04-09,14,Overcast
4.4,79,11.4,0.1,1022.4,2015-04-09,15,Light Drizzle
4.5,79,11.0,0.0,1022.6,2015-04-09,16,Overcast
4.6,79,11.0,0.0,1022.1,2015-04-09,17,Overcast
4.5,80,8.0,0.0,1021.7,2015-04-09,18,Overcast
4.5,80,7.9,0.0,1021.6,2015-04-09,19,Overcast
4.3,82,7.2,0.0,1022.1,2015-04-09,20,Overcast
4.2,83,8.6,0.0,1021.8,2015-04-09,21,Overcast
4.1,84,12.6,0.0,1020.8,2015-04-09,22,Overcast
4.0,86,13.4,0.0,1020.9,2015-04-09,23,Overcast
3.9,88,14.0,0.0,1020.3,2015-04-10,0,Overcast
3.9,90,14.4,0.0,1019.1,2015-04-10,1,Overcast
3.9,92,13.7,0.0,1017.9,2015-04-10,2,Overcast
4.0,92,11.8,0.2,1016.7,2015-04-10,3,Light Drizzle
4.1,94,9.6,0.3,1015.7,2015-04-10,4,Light Drizzle
4.2,96,7.1,0.0,1015.1,2015-04-10,5,Overcast
4.4,97,6.7,0.0,1015.3,2015-04-10,6,Overcast
4.6,97,7.8,0.0,1013.9,2015-04-10,7,Overcast
5.1,97,8.6,0.0,1012.7,2015-04-10,8,Overcast
6.2,95,6.1,0.0,1011.4,2015-04-10,9,Overcast
7.2,95,4.6,0.0,1011.2,2015-04-10,10,Overcast
8.8,94,7.9,0.0,1010.1,2015-04-10,11,Overcast
10.1,94,10.0,0.0,1008.7,2015-04-10,12,Overcast
12.0,91,11.2,0.0,1007.8,2015-04-10,13,Overcast
12.6,92,11.2,0.0,1006.6,2015-04-10,14,Overcast
12.8,84,11.5,0.0,1005.8,2015-04-10,15,Overcast
13.5,84,8.4,0.1,1005.1,2015-04-10,16,Light Drizzle
13.6,87,10.2,0.1,1004.1,2015-04-10,17,Light Drizzle
14.0,88,9.7,0.0,1004.9,2015-04-10,18,Overcast
13.9,90,11.2,0.0,1004.5,2015-04-10,19,Overcast
13.5,93,11.9,0.0,1004.7,2015-04-10,20,Overcast
13.2,95,14.2,0.0,1005.2,2015-04-10,21,Overcast
13.0,96,15.7,0.0,1005.2,2015-04-10,22,Overcast
12.7,95,16.2,0.0,1005.4,2015-04-10,23,Overcast
12.1,93,17.8,0.0,1005.8,2015-04-11,0,Overcast
11.3,88,17.9,0.0,1006.6,2015-04-11,1,Overcast
10.3,82,16.3,0.0,1006.8,2015-04-11,2,Overcast
9.7,77,14.5,0.0,1007.0,2015-04-11,3,Overcast
8.8,78,12.3,0.0,1007.1,2015-04-11,4,Overcast
8.0,79,11.2,0.0,1007.0,2015-04-11,5,Overcast
7.4,80,12.9,0.0,1006.9,2015-04-11,6,Overcast
7.6,79,17.5,0.0,1007.6,2015-04-11,7,Overcast
9.4,73,17.3,0.0,1008.2,2015-04-11,8,Mainly Clear
10.5,65,18.7,0.0,1009.6,2015-04-11,9,Clear Sky
11.0,58,20.3,0.0,1010.1,2015-04-11,10,Mainly Clear
11.4,52,19.8,0.0,1011.1,2015-04-11,11,Mainly Clear
11.8,48,19.6,0.0,1012.1,2015-04-11,12,Partly Cloudy
12.5,43,19.0,0.0,1012.4,2015-04-11,13,Overcast
13.4,39,18.7,0.0,1012.8,2015-04-11,14,Overcast
13.1,42,19.5,0.0,1013.0,2015-04-11,15,Partly Cloudy
12.9,42,20.7,0.0,1013.2,2015-04-11,16,Mainly Clear
12.8,39,20.0,0.0,1013.5,2015-04-11,17,Clear Sky
12.3,39,16.6,0.0,1014.8,2015-04-11,18,Clear Sky
10.9,43,12.8,0.0,1015.7,2015-04-11,19,Clear Sky
9.2,48,11.1,0.0,1016.4,2015-04-11,20,Clear Sky
8.0,51,10.9,0.0,1017.4,2015-04-11,21,Clear Sky
7.0,52,10.7,0.0,1018.3,2015-04-11,22,Clear Sky
6.2,54,10.2,0.0,1019.0,2015-04-11,23,Clear Sky
5.3,57,9.7,0.0,1019.3,2015-04-12,0,Clear Sky
4.4,62,10.0,0.0,1019.7,2015-04-12,1,Clear Sky
3.4,68,10.7,0.0,1019.7,2015-04-12,2,Clear Sky
3.2,70,10.3,0.0,1019.7,2015-04-12,3,Clear Sky
2.6,73,9.7,0.0,1020.3,2015-04-12,4,Clear Sky
2.0,77,8.2,0.0,1020.7,2015-04-12,5,Clear Sky
1.5,80,6.2,0.0,1021.4,2015-04-12,6,Clear Sky
1.7,81,6.1,0.0,1022.2,2015-04-12,7,Clear Sky
5.1,73,6.1,0.0,1023.2,2015-04-12,8,Clear Sky
7.9,57,6.4,0.0,1023.6,2015-04-12,9,Clear Sky
9.9,51,5.7,0.0,1023.5,2015-04-12,10,Clear Sky
11.8,47,4.3,0.0,1023.5,2015-04-12,11,Clear Sky
13.5,43,5.5,0.0,1023.1,2015-04-12,12,Clear Sky
15.0,40,6.0,0.0,1022.3,2015-04-12,13,Clear Sky
16.2,37,6.8,0.0,1021.8,2015-04-12,14,Clear Sky
16.8,38,7.1,0.0,1021.3,2015-04-12,15,Clear Sky
16.9,39,8.9,0.0,1020.9,2015-04-12,16,Clear Sky
16.3,42,10.1,0.0,1020.9,2015-04-12,17,Clear Sky
15.2,48,9.7,0.0,1021.1,2015-04-12,18,Clear Sky
13.3,55,10.2,0.0,1021.6,2015-04-12,19,Mainly Clear
11.3,61,10.4,0.0,1021.9,2015-04-12,20,Mainly Clear
10.1,66,9.7,0.0,1022.3,2015-04-12,21,Mainly Clear
9.2,70,9.3,0.0,1022.6,2015-04-12,22,Mainly Clear
8.4,73,9.5,0.0,1022.8,2015-04-12,23,Partly Cloudy
7.6,76,8.5,0.0,1022.6,2015-04-13,0,Partly Cloudy
6.8,79,8.2,0.0,1022.9,2015-04-13,1,Overcast
6.1,83,8.0,0.0,1022.7,2015-04-13,2,Overcast
5.0,88,7.9,0.0,1022.8,2015-04-13,3,Overcast
4.3,89,7.6,0.0,1022.8,2015-04-13,4,Overcast
4.1,89,7.7,0.0,1023.3,2015-04-13,5,Overcast
4.4,89,7.7,0.0,1023.3,2015-04-13,6,Overcast
4.8,90,5.8,0.0,1023.8,2015-04-13,7,Overcast
7.0,86,5.8,0.0,1024.3,2015-04-13,8,Overcast
9.4,75,6.1,0.0,1024.3,2015-04-13,9,Overcast
11.4,66,8.7,0.0,1024.3,2015-04-13,10,Overcast
13.9,57,10.8,0.0,1023.7,2015-04-13,11,Overcast
15.7,53,13.0,0.0,1022.9,2015-04-13,12,Clear Sky
17.0,52,14.5,0.0,1021.8,2015-04-13,13,Clear Sky
17.9,53,16.1,0.0,1021.1,2015-04-13,14,Clear Sky
18.6,54,16.5,0.0,1020.4,2015-04-13,15,Clear Sky
18.5,55,17.0,0.0,1019.5,2015-04-13,16,Partly Cloudy
17.7,58,16.9,0.0,1018.9,2015-04-13,17,Overcast
16.3,61,13.8,0.0,1018.1,2015-04-13,18,Overcast
14.7,62,17.4,0.0,1017.9,2015-04-13,19,Partly Cloudy
13.4,63,18.0,0.0,1018.0,2015-04-13,20,Overcast
12.9,62,17.6,0.0,1018.2,2015-04-13,21,Overcast
12.6,63,17.2,0.0,1018.3,2015-04-13,22,Overcast
12.2,65,18.0,0.0,1018.0,2015-04-13,23,Overcast
11.9,70,17.9,0.0,1017.5,2015-04-14,0,Overcast
11.7,76,17.6,0.0,1016.5,2015-04-14,1,Overcast
11.7,80,17.1,0.0,1016.2,2015-04-14,2,Mainly Clear
12.7,80,16.0,0.0,1015.5,2015-04-14,3,Clear Sky
12.6,83,14.5,0.0,1015.0,2015-04-14,4,Clear Sky
12.6,84,13.0,0.0,1015.0,2015-04-14,5,Partly Cloudy
12.6,85,8.6,0.0,1015.8,2015-04-14,6,Partly Cloudy
12.8,86,8.1,0.1,1016.6,2015-04-14,7,Light Drizzle
13.3,90,8.1,0.4,1016.7,2015-04-14,8,Light Drizzle
13.7,92,8.7,0.4,1017.6,2015-04-14,9,Light Drizzle
12.7,87,10.5,0.1,1018.6,2015-04-14,10,Light Drizzle
12.3,83,7.3,0.0,1018.7,2015-04-14,11,Overcast
12.6,76,7.5,0.0,1018.1,2015-04-14,12,Overcast
13.5,68,6.5,0.0,1018.1,2015-04-14,13,Overcast
14.3,61,5.2,0.0,1017.6,2015-04-14,14,Overcast
16.2,50,4.7,0.0,1017.0,2015-04-14,15,Overcast
16.6,46,3.4,0.0,1016.2,2015-04-14,16,Overcast
15.9,55,4.8,0.0,1015.9,2015-04-14,17,Overcast
14.6,66,4.8,0.0,1015.6,2015-04-14,18,Overcast
13.6,71,5.4,0.0,1015.4,2015-04-14,19,Overcast
12.5,77,7.2,0.0,1015.4,2015-04-14,20,Overcast
11.7,84,6.8,0.0,1016.1,2015-04-14,21,Overcast
11.1,85,6.8,0.0,1016.4,2015-04-14,22,Overcast
10.6,85,5.5,0.0,1016.1,2015-04-14,23,Overcast
10.7,81,5.8,0.0,1016.2,2015-04-15,0,Overcast
10.9,72,6.7,0.0,1015.8,2015-04-15,1,Overcast
10.8,65,9.8,0.0,1016.0,2015-04-15,2,Overcast
9.3,67,13.3,0.0,1015.8,2015-04-15,3,Partly Cloudy
8.6,62,14.6,0.0,1016.0,2015-04-15,4,Mainly Clear
8.1,58,14.6,0.0,1016.0,2015-04-15,5,Partly Cloudy
7.5,56,10.5,0.0,1016.8,2015-04-15,6,Overcast
7.4,56,11.6,0.0,1017.1,2015-04-15,7,Overcast
8.9,52,12.6,0.0,1017.7,2015-04-15,8,Overcast
10.9,42,12.4,0.0,1017.7,2015-04-15,9,Partly Cloudy
12.7,37,15.5,0.0,1018.1,2015-04-15,10,Mainly Clear
14.4,35,16.8,0.0,1018.4,2015-04-15,11,Clear Sky
16.2,31,16.4,0.0,1018.7,2015-04-15,12,Partly Cloudy
17.2,29,15.1,0.0,1018.8,2015-04-15,13,Partly Cloudy
17.9,28,14.5,0.0,1018.8,2015-04-15,14,Overcast
18.9,27,13.4,0.0,1018.4,2015-04-15,15,Overcast
19.2,27,12.6,0.0,1018.3,2015-04-15,16,Overcast
19.0,29,9.5,0.0,1018.8,2015-04-15,17,Overcast
18.3,36,8.2,0.0,1018.7,2015-04-15,18,Overcast
16.6,43,7.1,0.0,1019.7,2015-04-15,19,Overcast
14.3,49,8.5,0.0,1020.7,2015-04-15,20,Overcast
12.5,53,10.5,0.0,1022.0,2015-04-15,21,Overcast
11.2,56,10.5,0.0,1023.1,2015-04-15,22,Overcast
10.3,55,11.7,0.0,1023.8,2015-04-15,23,Overcast
9.5,54,12.2,0.0,1024.3,2015-04-16,0,Overcast
8.8,54,10.5,0.0,1024.7,2015-04-16,1,Overcast
8.2,54,9.0,0.0,1025.0,2015-04-16,2,Overcast
7.8,61,9.8,0.0,1025.4,2015-04-16,3,Overcast
6.8,64,11.1,0.0,1025.9,2015-04-16,4,Partly Cloudy
6.1,67,10.5,0.0,1026.4,2015-04-16,5,Overcast
5.5,71,6.7,0.0,1027.2,2015-04-16,6,Overcast
5.4,75,7.4,0.0,1027.7,2015-04-16,7,Overcast
7.9,66,7.1,0.0,1028.1,2015-04-16,8,Overcast
9.9,52,7.9,0.0,1028.5,2015-04-16,9,Overcast
11.4,45,10.2,0.0,1028.1,2015-04-16,10,Overcast
12.6,41,10.4,0.0,1028.1,2015-04-16,11,Overcast
13.5,40,10.7,0.0,1027.7,2015-04-16,12,Partly Cloudy
14.0,40,12.1,0.0,1027.2,2015-04-16,13,Partly Cloudy
14.3,42,12.6,0.0,1026.4,2015-04-16,14,Partly Cloudy
15.1,40,13.9,0.0,1025.5,2015-04-16,15,Clear Sky
14.8,44,14.2,0.0,1024.7,2015-04-16,16,Mainly Clear
14.2,50,13.7,0.0,1024.3,2015-04-16,17,Mainly Clear
13.3,57,12.0,0.0,1023.7,2015-04-16,18,Partly Cloudy
12.0,66,11.2,0.0,1022.7,2015-04-16,19,Overcast
10.8,72,11.0,0.0,1022.7,2015-04-16,20,Overcast
10.4,75,12.0,0.0,1022.7,2015-04-16,21,Overcast
10.3,77,13.5,0.0,1022.2,2015-04-16,22,Overcast
10.2,78,14.0,0.0,1021.4,2015-04-16,23,Overcast
10.3,79,13.4,0.0,1021.1,2015-04-17,0,Overcast
10.6,78,13.0,0.0,1020.6,2015-04-17,1,Overcast
10.6,79,14.1,0.0,1019.4,2015-04-17,2,Overcast
11.5,76,15.0,0.0,1018.2,2015-04-17,3,Overcast
11.2,81,14.5,1.3,1017.4,2015-04-17,4,Slight Rain
